hour,day_of_week,month,is_weekend,is_holiday,weather_code,road_type_enc,road_type,incident,base_capacity,congestion_pct,travel_mult
21,2,10,0,0,0,1,city,0,70,51.1,1.766
21,2,10,0,0,0,2,bypass,0,85,41.7,1.625
22,2,10,0,0,0,0,highway,0,100,15.4,1.231
22,2,10,0,0,0,1,city,0,70,20.0,1.3
22,2,10,0,0,0,2,bypass,0,85,21.9,1.328
23,2,10,0,0,0,0,highway,0,100,43.1,1.647
23,2,10,0,0,0,1,city,0,70,46.8,1.701
23,2,10,0,0,0,2,bypass,0,85,38.1,1.571
0,3,10,0,0,0,0,highway,0,100,16.3,1.244
0,3,10,0,0,0,1,city,0,70,14.2,1.213
0,3,10,0,0,0,2,bypass,0,85,8.0,1.12
1,3,10,0,0,2,0,highway,0,100,12.2,1.247
1,3,10,0,0,2,1,city,0,70,15.7,1.319
1,3,10,0,0,2,2,bypass,0,85,8.1,1.164
2,3,10,0,0,0,0,highway,0,100,4.9,1.073
2,3,10,0,0,0,1,city,0,70,8.6,1.129
2,3,10,0,0,0,2,bypass,0,85,5.0,1.075
3,3,10,0,0,0,0,highway,0,100,8.9,1.133
3,3,10,0,0,0,1,city,0,70,11.7,1.176
3,3,10,0,0,0,2,bypass,0,85,13.6,1.204
4,3,10,0,0,1,0,highway,0,100,3.3,1.051
4,3,10,0,0,1,1,city,0,70,2.4,1.038
4,3,10,0,0,1,2,bypass,0,85,4.2,1.066
5,3,10,0,0,0,0,highway,0,100,9.0,1.134
5,3,10,0,0,0,1,city,0,70,3.7,1.055
5,3,10,0,0,0,2,bypass,0,85,7.2,1.108
6,3,10,0,0,0,0,highway,0,100,39.3,1.59
6,3,10,0,0,0,1,city,0,70,45.7,1.686
6,3,10,0,0,0,2,bypass,0,85,30.8,1.461
7,3,10,0,0,1,0,highway,0,100,50.9,1.801
7,3,10,0,0,1,1,city,0,70,59.9,1.944
7,3,10,0,0,1,2,bypass,0,85,51.7,1.814
8,3,10,0,0,1,0,highway,0,100,69.4,2.092
8,3,10,0,0,1,1,city,0,70,80.8,2.273
8,3,10,0,0,1,2,bypass,0,85,59.0,1.93
9,3,10,0,0,1,0,highway,0,100,89.9,2.415
9,3,10,0,0,1,1,city,0,70,94.4,2.487
9,3,10,0,0,1,2,bypass,0,85,72.2,2.137
10,3,10,0,0,1,0,highway,0,100,90.2,2.42
10,3,10,0,0,1,1,city,0,70,95.3,2.5
10,3,10,0,0,1,2,bypass,0,85,77.3,2.217
11,3,10,0,0,0,0,highway,0,100,30.1,1.452
11,3,10,0,0,0,1,city,0,70,33.2,1.497
11,3,10,0,0,0,2,bypass,0,85,23.3,1.349
12,3,10,0,0,2,0,highway,0,100,59.8,2.211
12,3,10,0,0,2,1,city,0,70,64.3,2.302
12,3,10,0,0,2,2,bypass,0,85,48.6,1.983
13,3,10,0,0,0,0,highway,0,100,71.8,2.077
13,3,10,0,0,0,1,city,0,70,78.8,2.181
13,3,10,0,0,0,2,bypass,0,85,63.1,1.946
14,3,10,0,0,1,0,highway,0,100,56.7,1.892
14,3,10,0,0,1,1,city,0,70,64.2,2.011
14,3,10,0,0,1,2,bypass,0,85,48.1,1.758
15,3,10,0,0,0,0,highway,0,100,27.2,1.409
15,3,10,0,0,0,1,city,0,70,14.1,1.211
15,3,10,0,0,0,2,bypass,0,85,19.2,1.287
16,3,10,0,0,2,0,highway,0,100,50.9,2.03
16,3,10,0,0,2,1,city,0,70,52.8,2.069
16,3,10,0,0,2,2,bypass,0,85,42.9,1.869
17,3,10,0,0,1,0,highway,0,100,94.7,2.491
17,3,10,0,0,1,1,city,0,70,98.0,2.543
17,3,10,0,0,1,2,bypass,0,85,86.6,2.364
18,3,10,0,0,1,0,highway,0,100,98.0,2.543
18,3,10,0,0,1,1,city,0,70,95.7,2.507
18,3,10,0,0,1,2,bypass,0,85,89.1,2.403
19,3,10,0,0,0,0,highway,0,100,91.7,2.375
19,3,10,0,0,0,1,city,0,70,98.0,2.47
19,3,10,0,0,0,2,bypass,0,85,74.7,2.121
20,3,10,0,0,0,0,highway,0,100,88.5,2.327
20,3,10,0,0,0,1,city,0,70,96.7,2.451
20,3,10,0,0,0,2,bypass,0,85,82.3,2.235
21,3,10,0,0,1,0,highway,0,100,29.4,1.464
21,3,10,0,0,1,1,city,0,70,23.3,1.367
21,3,10,0,0,1,2,bypass,0,85,15.8,1.248
22,3,10,0,0,1,0,highway,0,100,38.7,1.61
22,3,10,0,0,1,1,city,0,70,45.0,1.708
22,3,10,0,0,1,2,bypass,0,85,40.3,1.635
23,3,10,0,0,0,0,highway,0,100,45.3,1.679
23,3,10,0,0,0,1,city,0,70,42.8,1.642
23,3,10,0,0,0,2,bypass,0,85,37.8,1.566
0,4,10,0,0,2,0,highway,0,100,9.7,1.196
0,4,10,0,0,2,1,city,0,70,11.7,1.237
0,4,10,0,0,2,2,bypass,0,85,6.3,1.127
1,4,10,0,0,1,0,highway,0,100,2.0,1.032
1,4,10,0,0,1,1,city,0,70,8.2,1.129
1,4,10,0,0,1,2,bypass,0,85,6.8,1.107
2,4,10,0,0,0,0,highway,0,100,6.4,1.096
2,4,10,0,0,0,1,city,0,70,9.0,1.135
2,4,10,0,0,0,2,bypass,0,85,8.2,1.123
3,4,10,0,0,1,0,highway,0,100,15.7,1.247
3,4,10,0,0,1,1,city,0,70,10.3,1.162
3,4,10,0,0,1,2,bypass,0,85,5.8,1.091
4,4,10,0,0,0,0,highway,0,100,6.2,1.093
4,4,10,0,0,0,1,city,0,70,6.3,1.095
4,4,10,0,0,0,2,bypass,0,85,8.4,1.126
5,4,10,0,0,0,0,highway,0,100,6.6,1.099
5,4,10,0,0,0,1,city,0,70,2.0,1.03
5,4,10,0,0,0,2,bypass,0,85,5.8,1.086
6,4,10,0,0,0,0,highway,0,100,47.0,1.705
6,4,10,0,0,0,1,city,0,70,54.9,1.824
6,4,10,0,0,0,2,bypass,0,85,44.8,1.672
7,4,10,0,0,0,0,highway,0,100,63.4,1.95
7,4,10,0,0,0,1,city,0,70,69.5,2.042
7,4,10,0,0,0,2,bypass,0,85,52.7,1.791
8,4,10,0,0,1,0,highway,0,100,95.2,2.5
8,4,10,0,0,1,1,city,0,70,98.0,2.543
8,4,10,0,0,1,2,bypass,0,85,80.9,2.275
9,4,10,0,0,0,0,highway,0,100,95.0,2.424
9,4,10,0,0,0,1,city,0,70,98.0,2.47
9,4,10,0,0,0,2,bypass,0,85,72.4,2.086
10,4,10,0,0,1,0,highway,0,100,69.2,2.089
10,4,10,0,0,1,1,city,0,70,76.1,2.198
10,4,10,0,0,1,2,bypass,0,85,52.3,1.824
11,4,10,0,0,1,0,highway,0,100,21.4,1.338
11,4,10,0,0,1,1,city,0,70,31.1,1.49
11,4,10,0,0,1,2,bypass,0,85,28.6,1.451
12,4,10,0,0,1,0,highway,0,100,81.6,2.285
12,4,10,0,0,1,1,city,0,70,89.6,2.412
12,4,10,0,0,1,2,bypass,0,85,80.2,2.264
13,4,10,0,0,0,0,highway,0,100,58.8,1.882
13,4,10,0,0,0,1,city,0,70,61.7,1.925
13,4,10,0,0,0,2,bypass,0,85,48.9,1.734
14,4,10,0,0,1,0,highway,0,100,55.6,1.876
14,4,10,0,0,1,1,city,0,70,62.4,1.983
14,4,10,0,0,1,2,bypass,0,85,54.8,1.863
15,4,10,0,0,0,0,highway,0,100,45.7,1.685
15,4,10,0,0,0,1,city,0,70,54.1,1.812
15,4,10,0,0,0,2,bypass,0,85,37.1,1.556
16,4,10,0,0,0,0,highway,0,100,39.7,1.596
16,4,10,0,0,0,1,city,0,70,31.3,1.469
16,4,10,0,0,0,2,bypass,0,85,31.2,1.468
17,4,10,0,0,0,0,highway,0,100,98.0,2.47
17,4,10,0,0,0,1,city,0,70,95.5,2.432
17,4,10,0,0,0,2,bypass,0,85,88.5,2.327
18,4,10,0,0,0,0,highway,0,100,88.9,2.334
18,4,10,0,0,0,1,city,0,70,98.0,2.47
18,4,10,0,0,0,2,bypass,0,85,76.1,2.142
19,4,10,0,0,1,0,highway,0,100,97.6,2.538
19,4,10,0,0,1,1,city,0,70,96.8,2.524
19,4,10,0,0,1,2,bypass,0,85,93.6,2.474
20,4,10,0,0,0,0,highway,0,100,98.0,2.47
20,4,10,0,0,0,1,city,0,70,96.6,2.449
20,4,10,0,0,0,2,bypass,0,85,92.3,2.385
21,4,10,0,0,1,0,highway,0,100,40.4,1.636
21,4,10,0,0,1,1,city,0,70,43.1,1.678
21,4,10,0,0,1,2,bypass,0,85,37.7,1.593
22,4,10,0,0,0,0,highway,0,100,36.7,1.55
22,4,10,0,0,0,1,city,0,70,36.4,1.546
22,4,10,0,0,0,2,bypass,0,85,31.5,1.472
23,4,10,0,0,0,0,highway,0,100,25.0,1.374
23,4,10,0,0,0,1,city,0,70,30.9,1.463
23,4,10,0,0,0,2,bypass,0,85,25.6,1.384
0,5,10,1,0,2,0,highway,0,100,24.3,1.493
0,5,10,1,0,2,1,city,0,70,28.2,1.571
0,5,10,1,0,2,2,bypass,0,85,24.9,1.505
1,5,10,1,0,1,0,highway,0,100,26.7,1.42
1,5,10,1,0,1,1,city,0,70,24.8,1.391
1,5,10,1,0,1,2,bypass,0,85,20.1,1.316
2,5,10,1,0,0,0,highway,0,100,17.4,1.261
2,5,10,1,0,0,1,city,0,70,18.0,1.27
2,5,10,1,0,0,2,bypass,0,85,14.6,1.219
3,5,10,1,0,0,0,highway,0,100,16.4,1.246
3,5,10,1,0,0,1,city,0,70,22.2,1.333
3,5,10,1,0,0,2,bypass,0,85,15.2,1.228
4,5,10,1,0,0,0,highway,0,100,8.0,1.121
4,5,10,1,0,0,1,city,0,70,17.5,1.262
4,5,10,1,0,0,2,bypass,0,85,10.7,1.161
5,5,10,1,0,0,0,highway,0,100,26.3,1.394
5,5,10,1,0,0,1,city,0,70,30.9,1.464
5,5,10,1,0,0,2,bypass,0,85,21.1,1.317
6,5,10,1,0,1,0,highway,0,100,16.4,1.258
6,5,10,1,0,1,1,city,0,70,15.4,1.242
6,5,10,1,0,1,2,bypass,0,85,7.7,1.121
7,5,10,1,0,1,0,highway,0,100,15.1,1.237
7,5,10,1,0,1,1,city,0,70,17.4,1.275
7,5,10,1,0,1,2,bypass,0,85,8.4,1.132
8,5,10,1,0,0,0,highway,0,100,15.7,1.235
8,5,10,1,0,0,1,city,0,70,14.6,1.219
8,5,10,1,0,0,2,bypass,0,85,20.3,1.304
9,5,10,1,0,2,0,highway,0,100,22.4,1.454
9,5,10,1,0,2,1,city,0,70,22.7,1.459
9,5,10,1,0,2,2,bypass,0,85,17.2,1.348
10,5,10,1,0,0,0,highway,0,100,32.0,1.481
10,5,10,1,0,0,1,city,0,70,35.2,1.528
10,5,10,1,0,0,2,bypass,0,85,32.2,1.483
11,5,10,1,0,0,0,highway,0,100,47.3,1.71
11,5,10,1,0,0,1,city,0,70,54.4,1.816
11,5,10,1,0,0,2,bypass,0,85,37.7,1.566
12,5,10,1,0,0,0,highway,0,100,50.8,1.762
12,5,10,1,0,0,1,city,0,70,53.4,1.801
12,5,10,1,0,0,2,bypass,0,85,49.8,1.746
13,5,10,1,0,1,0,highway,1,100,67.6,2.065
13,5,10,1,0,1,1,city,1,70,64.5,2.015
13,5,10,1,0,1,2,bypass,1,85,53.1,1.837
14,5,10,1,0,0,0,highway,0,100,52.5,1.787
14,5,10,1,0,0,1,city,0,70,58.5,1.877
14,5,10,1,0,0,2,bypass,0,85,39.4,1.59
15,5,10,1,0,0,0,highway,0,100,20.6,1.308
15,5,10,1,0,0,1,city,0,70,23.3,1.349
15,5,10,1,0,0,2,bypass,0,85,21.9,1.328
16,5,10,1,0,0,0,highway,1,100,17.0,1.256
16,5,10,1,0,0,1,city,1,70,22.0,1.33
16,5,10,1,0,0,2,bypass,1,85,13.7,1.206
17,5,10,1,0,0,0,highway,1,100,3.5,1.052
17,5,10,1,0,0,1,city,1,70,13.5,1.203
17,5,10,1,0,0,2,bypass,1,85,8.9,1.133
18,5,10,1,0,1,0,highway,0,100,66.4,2.045
18,5,10,1,0,1,1,city,0,70,67.6,2.065
18,5,10,1,0,1,2,bypass,0,85,57.4,1.903
19,5,10,1,0,0,0,highway,0,100,60.7,1.911
19,5,10,1,0,0,1,city,0,70,68.5,2.027
19,5,10,1,0,0,2,bypass,0,85,49.0,1.736
20,5,10,1,0,0,0,highway,0,100,69.0,2.035
20,5,10,1,0,0,1,city,0,70,81.2,2.218
20,5,10,1,0,0,2,bypass,0,85,65.6,1.984
21,5,10,1,0,1,0,highway,0,100,75.7,2.192
21,5,10,1,0,1,1,city,0,70,86.2,2.358
21,5,10,1,0,1,2,bypass,0,85,64.6,2.018
22,5,10,1,0,2,0,highway,0,100,78.6,2.592
22,5,10,1,0,2,1,city,0,70,84.3,2.707
22,5,10,1,0,2,2,bypass,0,85,69.5,2.407
23,5,10,1,0,2,0,highway,0,100,19.2,1.389
23,5,10,1,0,2,1,city,0,70,13.9,1.282
23,5,10,1,0,2,2,bypass,0,85,11.6,1.235
0,6,10,1,0,0,0,highway,0,100,12.1,1.181
0,6,10,1,0,0,1,city,0,70,18.0,1.271
0,6,10,1,0,0,2,bypass,0,85,18.5,1.278
1,6,10,1,0,0,0,highway,0,100,19.2,1.288
1,6,10,1,0,0,1,city,0,70,21.4,1.321
1,6,10,1,0,0,2,bypass,0,85,13.7,1.206
2,6,10,1,0,0,0,highway,0,100,24.4,1.366
2,6,10,1,0,0,1,city,0,70,23.9,1.359
2,6,10,1,0,0,2,bypass,0,85,14.0,1.211
3,6,10,1,0,0,0,highway,0,100,18.7,1.28
3,6,10,1,0,0,1,city,0,70,18.8,1.281
3,6,10,1,0,0,2,bypass,0,85,16.7,1.251
4,6,10,1,0,2,0,highway,0,100,26.5,1.536
4,6,10,1,0,2,1,city,0,70,22.9,1.464
4,6,10,1,0,2,2,bypass,0,85,23.5,1.476
5,6,10,1,0,0,0,highway,0,100,20.1,1.301
5,6,10,1,0,0,1,city,0,70,25.6,1.384
5,6,10,1,0,0,2,bypass,0,85,14.0,1.209
6,6,10,1,0,0,0,highway,0,100,22.1,1.332
6,6,10,1,0,0,1,city,0,70,17.2,1.258
6,6,10,1,0,0,2,bypass,0,85,12.2,1.183
7,6,10,1,0,0,0,highway,0,100,18.6,1.28
7,6,10,1,0,0,1,city,0,70,14.5,1.217
7,6,10,1,0,0,2,bypass,0,85,17.4,1.261
8,6,10,1,0,0,0,highway,0,100,20.9,1.314
8,6,10,1,0,0,1,city,0,70,25.3,1.379
8,6,10,1,0,0,2,bypass,0,85,22.1,1.331
9,6,10,1,0,1,0,highway,0,100,25.7,1.405
9,6,10,1,0,1,1,city,0,70,26.9,1.423
9,6,10,1,0,1,2,bypass,0,85,16.8,1.265
10,6,10,1,0,0,0,highway,0,100,50.5,1.757
10,6,10,1,0,0,1,city,0,70,59.4,1.891
10,6,10,1,0,0,2,bypass,0,85,38.6,1.579
11,6,10,1,0,0,0,highway,0,100,28.3,1.424
11,6,10,1,0,0,1,city,0,70,32.1,1.482
11,6,10,1,0,0,2,bypass,0,85,20.8,1.313
12,6,10,1,0,0,0,highway,0,100,48.7,1.73
12,6,10,1,0,0,1,city,0,70,56.0,1.84
12,6,10,1,0,0,2,bypass,0,85,44.0,1.66
13,6,10,1,0,0,0,highway,1,100,53.8,1.806
13,6,10,1,0,0,1,city,1,70,60.7,1.911
13,6,10,1,0,0,2,bypass,1,85,44.1,1.662
14,6,10,1,0,0,0,highway,0,100,31.6,1.475
14,6,10,1,0,0,1,city,0,70,33.7,1.505
14,6,10,1,0,0,2,bypass,0,85,31.9,1.478
15,6,10,1,0,1,0,highway,0,100,19.0,1.299
15,6,10,1,0,1,1,city,0,70,23.0,1.361
15,6,10,1,0,1,2,bypass,0,85,16.5,1.261
16,6,10,1,0,0,0,highway,0,100,15.6,1.234
16,6,10,1,0,0,1,city,0,70,13.1,1.197
16,6,10,1,0,0,2,bypass,0,85,12.3,1.185
17,6,10,1,0,1,0,highway,0,100,7.2,1.114
17,6,10,1,0,1,1,city,0,70,19.2,1.302
17,6,10,1,0,1,2,bypass,0,85,10.8,1.169
18,6,10,1,0,2,0,highway,0,100,73.9,2.497
18,6,10,1,0,2,1,city,0,70,74.0,2.498
18,6,10,1,0,2,2,bypass,0,85,55.7,2.128
19,6,10,1,0,2,0,highway,0,100,77.9,2.578
19,6,10,1,0,2,1,city,0,70,87.6,2.773
19,6,10,1,0,2,2,bypass,0,85,68.5,2.388
20,6,10,1,0,2,0,highway,0,100,97.1,2.966
20,6,10,1,0,2,1,city,0,70,97.8,2.98
20,6,10,1,0,2,2,bypass,0,85,82.7,2.675
21,6,10,1,0,0,0,highway,0,100,74.1,2.111
21,6,10,1,0,0,1,city,0,70,80.0,2.2
21,6,10,1,0,0,2,bypass,0,85,60.1,1.901
22,6,10,1,0,0,0,highway,0,100,51.1,1.767
22,6,10,1,0,0,1,city,0,70,54.3,1.815
22,6,10,1,0,0,2,bypass,0,85,46.2,1.693
23,6,10,1,0,0,0,highway,0,100,25.2,1.378
23,6,10,1,0,0,1,city,0,70,18.1,1.271
23,6,10,1,0,0,2,bypass,0,85,16.0,1.24
0,0,10,0,0,1,0,highway,0,100,8.7,1.137
0,0,10,0,0,1,1,city,0,70,9.9,1.155
0,0,10,0,0,1,2,bypass,0,85,2.6,1.042
1,0,10,0,0,2,0,highway,0,100,10.7,1.217
1,0,10,0,0,2,1,city,0,70,20.8,1.421
1,0,10,0,0,2,2,bypass,0,85,10.4,1.211
2,0,10,0,0,1,0,highway,0,100,2.0,1.032
2,0,10,0,0,1,1,city,0,70,5.2,1.083
2,0,10,0,0,1,2,bypass,0,85,2.0,1.032
3,0,10,0,0,0,0,highway,0,100,10.1,1.151
3,0,10,0,0,0,1,city,0,70,9.6,1.144
3,0,10,0,0,0,2,bypass,0,85,4.7,1.071
4,0,10,0,0,2,0,highway,0,100,15.5,1.313
4,0,10,0,0,2,1,city,0,70,21.0,1.426
4,0,10,0,0,2,2,bypass,0,85,10.1,1.204
5,0,10,0,0,0,0,highway,0,100,8.1,1.121
5,0,10,0,0,0,1,city,0,70,5.1,1.076
5,0,10,0,0,0,2,bypass,0,85,4.9,1.074
6,0,10,0,0,0,0,highway,0,100,75.2,2.128
6,0,10,0,0,0,1,city,0,70,82.6,2.239
6,0,10,0,0,0,2,bypass,0,85,61.4,1.921
7,0,10,0,0,0,0,highway,0,100,58.2,1.872
7,0,10,0,0,0,1,city,0,70,65.2,1.979
7,0,10,0,0,0,2,bypass,0,85,52.7,1.79
8,0,10,0,0,0,0,highway,0,100,88.6,2.33
8,0,10,0,0,0,1,city,0,70,98.0,2.47
8,0,10,0,0,0,2,bypass,0,85,71.9,2.079
9,0,10,0,0,0,0,highway,0,100,78.2,2.173
9,0,10,0,0,0,1,city,0,70,87.8,2.318
9,0,10,0,0,0,2,bypass,0,85,69.1,2.036
10,0,10,0,0,0,0,highway,0,100,93.4,2.401
10,0,10,0,0,0,1,city,0,70,97.4,2.46
10,0,10,0,0,0,2,bypass,0,85,82.0,2.23
11,0,10,0,0,0,0,highway,0,100,51.9,1.778
11,0,10,0,0,0,1,city,0,70,59.3,1.889
11,0,10,0,0,0,2,bypass,0,85,46.2,1.693
12,0,10,0,0,1,0,highway,0,100,71.5,2.126
12,0,10,0,0,1,1,city,0,70,73.2,2.153
12,0,10,0,0,1,2,bypass,0,85,64.6,2.017
13,0,10,0,0,1,0,highway,0,100,62.7,1.988
13,0,10,0,0,1,1,city,0,70,69.6,2.096
13,0,10,0,0,1,2,bypass,0,85,58.8,1.926
14,0,10,0,0,1,0,highway,0,100,74.1,2.167
14,0,10,0,0,1,1,city,0,70,78.6,2.238
14,0,10,0,0,1,2,bypass,0,85,62.1,1.978
15,0,10,0,0,0,0,highway,0,100,42.7,1.64
15,0,10,0,0,0,1,city,0,70,43.0,1.646
15,0,10,0,0,0,2,bypass,0,85,32.2,1.483
16,0,10,0,0,1,0,highway,0,100,38.4,1.605
16,0,10,0,0,1,1,city,0,70,42.4,1.668
16,0,10,0,0,1,2,bypass,0,85,35.4,1.558
17,0,10,0,0,2,0,highway,0,100,97.3,2.971
17,0,10,0,0,2,1,city,0,70,95.3,2.93
17,0,10,0,0,2,2,bypass,0,85,98.0,2.985
18,0,10,0,0,0,0,highway,0,100,94.1,2.411
18,0,10,0,0,0,1,city,0,70,98.0,2.47
18,0,10,0,0,0,2,bypass,0,85,77.9,2.169
19,0,10,0,0,0,0,highway,0,100,98.0,2.47
19,0,10,0,0,0,1,city,0,70,98.0,2.47
19,0,10,0,0,0,2,bypass,0,85,90.8,2.362
20,0,10,0,0,0,0,highway,0,100,98.0,2.47
20,0,10,0,0,0,1,city,0,70,98.0,2.47
20,0,10,0,0,0,2,bypass,0,85,86.6,2.3
21,0,10,0,0,0,0,highway,0,100,25.8,1.388
21,0,10,0,0,0,1,city,0,70,29.3,1.439
21,0,10,0,0,0,2,bypass,0,85,20.1,1.302
22,0,10,0,0,1,0,highway,0,100,33.3,1.524
22,0,10,0,0,1,1,city,0,70,30.2,1.476
22,0,10,0,0,1,2,bypass,0,85,17.2,1.271
23,0,10,0,0,1,0,highway,0,100,61.5,1.969
23,0,10,0,0,1,1,city,0,70,68.5,2.078
23,0,10,0,0,1,2,bypass,0,85,46.4,1.731
0,1,10,0,0,0,0,highway,0,100,9.0,1.134
0,1,10,0,0,0,1,city,0,70,5.7,1.085
0,1,10,0,0,0,2,bypass,0,85,8.1,1.121
1,1,10,0,0,1,0,highway,0,100,11.3,1.178
1,1,10,0,0,1,1,city,0,70,12.5,1.197
1,1,10,0,0,1,2,bypass,0,85,9.1,1.143
2,1,10,0,0,1,0,highway,0,100,4.8,1.076
2,1,10,0,0,1,1,city,0,70,9.9,1.155
2,1,10,0,0,1,2,bypass,0,85,10.0,1.158
3,1,10,0,0,2,0,highway,0,100,11.4,1.231
3,1,10,0,0,2,1,city,0,70,13.9,1.282
3,1,10,0,0,2,2,bypass,0,85,5.5,1.112
4,1,10,0,0,0,0,highway,1,100,5.2,1.078
4,1,10,0,0,0,1,city,1,70,11.5,1.173
4,1,10,0,0,0,2,bypass,1,85,15.0,1.225
5,1,10,0,0,2,0,highway,0,100,10.2,1.206
5,1,10,0,0,2,1,city,0,70,15.4,1.313
5,1,10,0,0,2,2,bypass,0,85,5.8,1.117
6,1,10,0,0,0,0,highway,0,100,65.4,1.981
6,1,10,0,0,0,1,city,0,70,75.4,2.13
6,1,10,0,0,0,2,bypass,0,85,55.1,1.826
7,1,10,0,0,0,0,highway,0,100,35.5,1.533
7,1,10,0,0,0,1,city,0,70,37.4,1.562
7,1,10,0,0,0,2,bypass,0,85,28.8,1.432
8,1,10,0,0,0,0,highway,0,100,98.0,2.47
8,1,10,0,0,0,1,city,0,70,98.0,2.47
8,1,10,0,0,0,2,bypass,0,85,94.3,2.414
9,1,10,0,0,0,0,highway,0,100,74.6,2.119
9,1,10,0,0,0,1,city,0,70,79.2,2.188
9,1,10,0,0,0,2,bypass,0,85,65.7,1.985
10,1,10,0,0,1,0,highway,0,100,79.7,2.256
10,1,10,0,0,1,1,city,0,70,79.3,2.248
10,1,10,0,0,1,2,bypass,0,85,67.1,2.056
11,1,10,0,0,0,0,highway,0,100,31.5,1.472
11,1,10,0,0,0,1,city,0,70,42.5,1.637
11,1,10,0,0,0,2,bypass,0,85,37.6,1.565
12,1,10,0,0,0,0,highway,0,100,65.5,1.983
12,1,10,0,0,0,1,city,0,70,66.5,1.998
12,1,10,0,0,0,2,bypass,0,85,52.9,1.793
13,1,10,0,0,0,0,highway,0,100,68.3,2.024
13,1,10,0,0,0,1,city,0,70,73.2,2.098
13,1,10,0,0,0,2,bypass,0,85,53.6,1.805
14,1,10,0,0,1,0,highway,0,100,62.0,1.976
14,1,10,0,0,1,1,city,0,70,68.9,2.085
14,1,10,0,0,1,2,bypass,0,85,56.9,1.895
15,1,10,0,0,0,0,highway,0,100,36.4,1.547
15,1,10,0,0,0,1,city,0,70,35.8,1.538
15,1,10,0,0,0,2,bypass,0,85,29.7,1.446
16,1,10,0,0,1,0,highway,0,100,56.7,1.893
16,1,10,0,0,1,1,city,0,70,54.3,1.855
16,1,10,0,0,1,2,bypass,0,85,54.4,1.857
17,1,10,0,0,0,0,highway,0,100,98.0,2.47
17,1,10,0,0,0,1,city,0,70,95.4,2.431
17,1,10,0,0,0,2,bypass,0,85,82.7,2.241
18,1,10,0,0,0,0,highway,0,100,94.5,2.418
18,1,10,0,0,0,1,city,0,70,98.0,2.47
18,1,10,0,0,0,2,bypass,0,85,82.7,2.24
19,1,10,0,0,0,0,highway,0,100,93.1,2.396
19,1,10,0,0,0,1,city,0,70,97.4,2.461
19,1,10,0,0,0,2,bypass,0,85,88.5,2.327
20,1,10,0,0,0,0,highway,0,100,87.6,2.314
20,1,10,0,0,0,1,city,0,70,95.3,2.43
20,1,10,0,0,0,2,bypass,0,85,77.7,2.165
21,1,10,0,0,0,0,highway,0,100,26.7,1.4
21,1,10,0,0,0,1,city,0,70,23.2,1.348
21,1,10,0,0,0,2,bypass,0,85,23.9,1.359
22,1,10,0,0,0,0,highway,0,100,15.9,1.238
22,1,10,0,0,0,1,city,0,70,20.3,1.305
22,1,10,0,0,0,2,bypass,0,85,14.8,1.222
23,1,10,0,0,2,0,highway,0,100,50.0,2.013
23,1,10,0,0,2,1,city,0,70,58.1,2.176
23,1,10,0,0,2,2,bypass,0,85,48.3,1.978
0,2,10,0,0,1,0,highway,0,100,10.6,1.167
0,2,10,0,0,1,1,city,0,70,7.5,1.118
0,2,10,0,0,1,2,bypass,0,85,2.1,1.034
1,2,10,0,0,0,0,highway,0,100,3.2,1.048
1,2,10,0,0,0,1,city,0,70,6.3,1.095
1,2,10,0,0,0,2,bypass,0,85,2.0,1.03
2,2,10,0,0,0,0,highway,0,100,2.2,1.033
2,2,10,0,0,0,1,city,0,70,3.6,1.054
2,2,10,0,0,0,2,bypass,0,85,2.0,1.03
3,2,10,0,0,1,0,highway,0,100,6.1,1.096
3,2,10,0,0,1,1,city,0,70,6.5,1.102
3,2,10,0,0,1,2,bypass,0,85,4.6,1.073
4,2,10,0,0,0,0,highway,0,100,2.8,1.043
4,2,10,0,0,0,1,city,0,70,2.0,1.03
4,2,10,0,0,0,2,bypass,0,85,2.0,1.03
5,2,10,0,0,0,0,highway,0,100,2.0,1.03
5,2,10,0,0,0,1,city,0,70,4.2,1.063
5,2,10,0,0,0,2,bypass,0,85,2.0,1.03
6,2,10,0,0,1,0,highway,0,100,46.7,1.736
6,2,10,0,0,1,1,city,0,70,51.2,1.807
6,2,10,0,0,1,2,bypass,0,85,39.1,1.616
7,2,10,0,0,1,0,highway,0,100,42.3,1.666
7,2,10,0,0,1,1,city,0,70,47.3,1.745
7,2,10,0,0,1,2,bypass,0,85,37.5,1.59
8,2,10,0,0,0,0,highway,0,100,79.1,2.186
8,2,10,0,0,0,1,city,0,70,86.0,2.29
8,2,10,0,0,0,2,bypass,0,85,74.4,2.116
9,2,10,0,0,0,0,highway,0,100,88.2,2.324
9,2,10,0,0,0,1,city,0,70,91.9,2.378
9,2,10,0,0,0,2,bypass,0,85,66.2,1.993
10,2,10,0,0,0,0,highway,0,100,70.5,2.058
10,2,10,0,0,0,1,city,0,70,75.8,2.136
10,2,10,0,0,0,2,bypass,0,85,58.2,1.872
11,2,10,0,0,1,0,highway,0,100,34.7,1.546
11,2,10,0,0,1,1,city,0,70,38.2,1.602
11,2,10,0,0,1,2,bypass,0,85,29.7,1.468
12,2,10,0,0,0,0,highway,0,100,79.4,2.191
12,2,10,0,0,0,1,city,0,70,87.8,2.316
12,2,10,0,0,0,2,bypass,0,85,63.2,1.948
13,2,10,0,0,0,0,highway,0,100,49.8,1.747
